"Ulpin","OBJECTID_1","M_KHAS_ID","IDS","M_PAR_ID","DIST_NM","SUBDIV_ID","SUBDIV_NM","VILL_ID","VILL_NM","M_KHASRA_R","M_KHASRA_N","M_MIN_NO","TYPE","SUB_TYPE","PAT_PAR","PAT_STS","D_SOURCE","URBANBODY","Remarks","Validated","Date","name_date","VIL_NM_NIC","DIS_NM_NIC","SD_NM_NIC","VIL_CO_NIC","RE_2019","Shape_Leng","Shape_Area","DIS_CEN_CO","SUBD_CEN_C","VILL_CEN_C","M_KH_R","M_KH_N","M_MIN_N"
"86K9KPDA0SG5H0","190","698265.141875493,3170856.89670906","4/16","222","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","16","0","AGRICULTURE","AGRICULTURE","4/16/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","289.224460791","5056.07940908","96","450","63996","0","","0"
"86KA6FDA0TV1H0","191","698405.781743813,3170918.20559203","3/12","231","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","3","12","0","AGRICULTURE","AGRICULTURE","3/12/0","G","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","253.391631729","4003.62561054","96","450","63996","0","","0"
"86KA6NDA0UMDH0","192","698476.795071087,3170917.88156714","3/13","232","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","3","13","0","AGRICULTURE","AGRICULTURE","3/13/0","G","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","280.803657757","4417.46611274","96","450","63996","0","","0"
"86KA9QDA0TACH0","193","698344.04756318,3170920.15458575","3/11","235","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","3","11","0","AGRICULTURE","AGRICULTURE","3/11/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","267.821723627","4101.2964306","96","450","63996","0","","0"
"86KANVDA0U1LH0","194","698408.993821274,3170971.84350768","3/9","244","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","3","9","0","AGRICULTURE","AGRICULTURE","3/9/0","G","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","231.502585322","2898.66722449","96","450","63996","0","","0"
"86KAZTDA0UEZH0","195","698454.701122183,3170975.6635497","3/8","245","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","3","8","0","AGRICULTURE","AGRICULTURE","3/8/0","G","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","209.104008549","2039.9562671","96","450","63996","0","","0"
"86K701DA0VC9H0","196","698548.72433807,3170565.28316517","11/14/2/1","151","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","11","14/2","0","AGRICULTURE","AGRICULTURE","11/14/2","GP","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","220.55243368","3013.84625471","96","450","63996","0","","0"
"86K722DA0VRSH0","197","698609.097109156,3170573.40895169","11/15/2/1","153","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","11","15/2","0","AGRICULTURE","AGRICULTURE","11/15/2","GP","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","295.99310131","3798.56569726","96","450","63996","0","","0"
"86K7ZADA10K3H0","198","698669.880529129,3170648.59991298","12/10/1","157","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","12","10","0","AGRICULTURE","AGRICULTURE","12/10/0","GP","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","274.039301633","3856.49647761","96","450","63996","0","","0"
"86K7N7DA100DH0","199","698607.864470621,3170649.12110115","11/6/1","158","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","11","6","0","AGRICULTURE","AGRICULTURE","11/6/0","GP","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","305.215939234","5663.96913984","96","450","63996","0","","0"
"86K7JTDA0TTLH0","200","698400.88228133,3170633.22312931","11/9/2/2","162","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","11","9/2","0","AGRICULTURE","AGRICULTURE","11/9/2","GP","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","350.963047853","5171.13174835","96","450","63996","0","","0"
"86K8GSDA0VV3H0","201","698605.437447509,3170731.44568446","11/5/2/2","177","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","11","5","0","AGRICULTURE","AGRICULTURE","11/5/0","GP","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","325.994283559","5754.11316947","96","450","63996","0","","0"
"86K969DA0VFFH0","202","698552.932755036,3170808.70616313","3/24/2","199","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","3","24","0","AGRICULTURE","AGRICULTURE","3/24/0","GP","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","290.923030588","4885.7286837","96","450","63996","0","","0"
"86K9LUDA0V8RH0","203","698533.708749111,3170860.92551117","3/17/2","218","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","3","17","0","AGRICULTURE","AGRICULTURE","3/17/0","GP","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","227.094647561","2841.8981826","96","450","63996","0","","0"
"86K74DDA10M2H0","204","698676.664395763,3170583.24727898","12/11","154","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","12","11","0","AGRICULTURE","AGRICULTURE","12/11/0","G","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","245.720631137","3725.15222397","96","450","63996","0","","0"
"86K75ZDA1172H0","205","698731.173484184,3170582.12766958","12/12","155","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","12","12","0","AGRICULTURE","AGRICULTURE","12/12/0","G","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","200.387365855","1731.95541622","96","450","63996","0","","0"
"86K826DA0TCBH0","206","698389.444563973,3170637.80502977","11/17/2/1","18","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","0","16","0","TRANSPORT","ROAD WORKING","16","G(ROAD)","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","1684.65349463","5067.44286093","96","450","63996","0","","0"
"86K87KDA0V48H0","207","698521.958161663,3170702.08931171","11/4/1","10","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","11","4/1","0","WATER BODIES","WELL","11/4/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","51.1090925899","163.871055218","96","450","63996","0","","0"
"86KA41DA0SPAH0","208","698283.474393403,3170900.14002326","4/15","224","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","15","0","AGRICULTURE","AGRICULTURE","4/15/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","215.189195724","1776.63043054","96","450","63996","0","","0"
"86K9UFDA0QCHH0","209","698055.532883891,3170886.60708486","4/12/2","13","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","12/1","0","WATER BODIES","WELL","4/12/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","35.9684641201","78.0944145409","96","450","63996","0","","0"
"86KAMCDA0QZZH0","210","698091.988782026,3170969.4322357","4/9/1","14","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","9/1","0","WATER BODIES","WELL","4/9/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","66.6792101545","269.309375964","96","450","63996","0","","0"
"86KASKDA0SBYH0","211","698245.42747288,3170994.08964931","4/6/1","15","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","6/1","0","WATER BODIES","WELL","4/6/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","62.0647349797","232.061953083","96","450","63996","0","","0"
"86K8PHDA0PRVH0","212","698007.655023451,3170743.47600815","7/-999","19","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","0","20","0","TRANSPORT","ROAD WORKING","20","G(ROAD)","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","2054.15012547","23969.3180355","96","450","63996","0","","0"
"86KBGVDA0RJ1H0","213","698170.830972735,3171051.5706565","1/-999","20","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","0","21","0","TRANSPORT","ROAD WORKING","21","G(ROAD)","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","763.541364901","1829.19604784","96","450","63996","0","","0"
"86K967DA0Q6CH0","214","698037.846812533,3170800.5548175","4/22/2","192","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","22/2","0","AGRICULTURE","AGRICULTURE","4/22/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","25-03-2019","129.323290947","569.81281575","96","450","63996","0","","0"
"86K90QDA0PK0H0","215","697982.876449253,3170791.21710658","4/21/1","198","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","21","1","AGRICULTURE","AGRICULTURE","4/21/0","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","25-03-2019","259.725647613","3657.78620721","96","450","63996","0","","0"
"86K9C0DA0QCFH0","216","698051.33763774,3170816.67873099","4/22/1","206","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","19/4","0","AGRICULTURE","AGRICULTURE","4/19/4","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","25-03-2019","165.985043167","759.031457392","96","450","63996","0","","0"
"86K9FADA0QDKH0","217","698059.645455519,3170832.72850783","4/19/3","207","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","19/3","0","AGRICULTURE","AGRICULTURE","4/19/3","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","174.634383547","939.210365882","96","450","63996","0","","0"
"86K9JVDA0QDUH0","218","698060.005479861,3170849.49978509","4/19/2","208","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","19/2","0","AGRICULTURE","AGRICULTURE","4/19/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","190.34032603","1556.52546799","96","450","63996","0","","0"
"86K9JEDA0PMFH0","219","697990.069635873,3170847.77558639","4/20/2","215","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","20/2","0","AGRICULTURE","AGRICULTURE","4/20/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","275.1707501","3788.84896601","96","450","63996","0","","0"
"86K9P0DA0QE8H0","220","698061.02276418,3170867.58624784","4/19/1","216","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","19/1","0","AGRICULTURE","AGRICULTURE","4/19/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","185.31073296","1112.73712567","96","450","63996","0","","0"
"86K9KADA0R1AH0","221","698125.393608808,3170858.23842097","4/18","209","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","13/2","0","AGRICULTURE","AGRICULTURE","4/13/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","218.960661073","1932.09467837","96","450","63996","0","","0"
"86KA46DA0R7QH0","222","698137.376976489,3170906.40097878","4/13/1","225","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","13/1","0","AGRICULTURE","AGRICULTURE","4/13/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","269.565541509","4537.88724257","96","450","63996","0","","0"
"86KA4NDA0QFYH0","223","698064.316896916,3170906.49175386","4/12/1","226","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","12/2","0","AGRICULTURE","AGRICULTURE","4/12/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","313.499739466","4693.32688507","96","450","63996","0","","0"
"86KA5CDA0PNZH0","224","697992.090677108,3170907.34830109","4/11","227","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","11","0","AGRICULTURE","AGRICULTURE","4/11/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","262.200516005","4291.08650567","96","450","63996","0","","0"
"86KA57DA0RTZH0","225","698206.225461544,3170917.89324043","4/14","233","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","14","0","AGRICULTURE","AGRICULTURE","4/14/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","230.280024435","2980.00028485","96","450","63996","0","","0"
"86KAMUDA0PZUH0","226","697994.856028768,3170969.88936537","4/10","238","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","10","0","AGRICULTURE","AGRICULTURE","4/10/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","260.446511758","4229.51429723","96","450","63996","0","","0"
"86KAMFDA0QD5H0","227","698064.033502458,3170968.62349176","4/9/2","239","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","9/2","0","AGRICULTURE","AGRICULTURE","4/9/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","333.280762473","4355.59676993","96","450","63996","0","","0"
"86KAMADA0R7TH0","228","698137.044299262,3170969.71017136","4/8","240","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","8","0","AGRICULTURE","AGRICULTURE","4/8/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","262.660690545","4266.44090751","96","450","63996","0","","0"
"86KAMLDA0RUTH0","229","698208.126458456,3170972.78523195","4/7","241","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","7","0","AGRICULTURE","AGRICULTURE","4/7/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","250.749931516","3790.12237801","96","450","63996","0","","0"
"86KAJ3DA0SKDH0","230","698271.580059088,3170968.21716037","4/6/2","242","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","6/2","0","AGRICULTURE","AGRICULTURE","4/6/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","323.599321477","4453.72769535","96","450","63996","0","","0"
"86KAZKDA0T68H0","231","698331.28807242,3170988.92033268","3/10","243","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","3","10","0","AGRICULTURE","AGRICULTURE","3/10/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","200.832325546","2017.19973857","96","450","63996","0","","0"
"86KB49DA0QGNH0","232","698065.823453133,3171015.3100408","4/2/2","247","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","2/2","0","AGRICULTURE","AGRICULTURE","4/2/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","206.591431512","2217.78674711","96","450","63996","0","","0"
"86K8NBDA0NJYH0","233","697786.420721812,3170747.10925653","7/3","182","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","7","3","0","AGRICULTURE","AGRICULTURE","7/3/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","272.820445097","4606.7462073","96","450","63996","0","","0"
"86K8PZDA0N42H0","234","697737.726448187,3170753.1648256","7/2/2","184","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","7","2/2","0","AGRICULTURE","AGRICULTURE","7/2/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","212.622980955","2090.67277293","96","450","63996","0","","0"
"86K8REDA0MP6H0","235","697705.784479761,3170759.29998224","7/2/1","185","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","7","2/1","0","AGRICULTURE","AGRICULTURE","7/2/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","193.975212988","2056.2552785","96","450","63996","0","","0"
"86K8TLDA0MABH0","236","697659.344923028,3170766.88429575","7/1","186","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","7","1","0","AGRICULTURE","AGRICULTURE","7/1/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","251.791840512","3916.99618443","96","450","63996","0","","0"
"86K9DRDA0M5SH0","237","697661.8887434,3170821.34504524","5/22/3","193","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","21","3","AGRICULTURE","AGRICULTURE","5/21/0","P","14-05-2013","MCD","Khasra Polygon Merged","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","291.79630556","3776.98478669","96","450","63996","0","","0"
"86K9C0DA0MUVH0","238","697722.39585914,3170815.82105156","5/22/2","194","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","22/2","0","AGRICULTURE","AGRICULTURE","5/22/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","244.975590293","3153.35240605","96","450","63996","0","","0"
"86K99FDA0NKBH0","239","697787.744781324,3170808.14456263","5/23","195","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","23","0","AGRICULTURE","AGRICULTURE","5/23/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","235.399535404","3384.26850287","96","450","63996","0","","0"
"86K9QDDA0MTBH0","240","697718.268789341,3170864.16531277","5/19","210","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","19","0","AGRICULTURE","AGRICULTURE","5/19/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","276.548240603","3749.50266921","96","450","63996","0","","0"
"86K9ZHDA0NKVH0","241","697788.536050443,3170861.0061994","5/18","211","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","18","0","AGRICULTURE","AGRICULTURE","5/18/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","241.450463206","3607.21072347","96","450","63996","0","","0"
"86K9MGDA0ZC8H0","242","697859.317282486,3170855.53521164","5/17/1","213","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","17/1","0","AGRICULTURE","AGRICULTURE","5/17/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","234.971509189","3473.7994072","96","450","63996","0","","0"
"86K9L0DA0P19H0","243","697922.702910039,3170850.6829112","5/16","214","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","16","0","AGRICULTURE","AGRICULTURE","5/16/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","243.976792414","3719.16715994","96","450","63996","0","","0"
"86KA64DA0P2AH0","244","697925.264508225,3170909.71405501","5/15","228","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","15","0","AGRICULTURE","AGRICULTURE","5/15/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","255.130563126","4062.11736455","96","450","63996","0","","0"
"86KA7EDA0ZC4H0","245","697857.928320189,3170912.97217637","5/14","229","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","14","0","AGRICULTURE","AGRICULTURE","5/14/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","254.53497545","3982.54963174","96","450","63996","0","","0"
"86KA8LDA0NJJH0","246","697784.458345393,3170913.42690731","5/13","230","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","13","0","AGRICULTURE","AGRICULTURE","5/13/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","286.468006367","4268.03269625","96","450","63996","0","","0"
"86KAP9DA0P3GH0","247","697927.590069544,3170977.1528655","5/6/1","237","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","6/1","0","AGRICULTURE","AGRICULTURE","5/6/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","233.232845861","3321.25933745","96","450","63996","0","","0"
"86KAQMDA0ZCUH0","248","697854.135656657,3170971.08090497","5/7","246","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","7","0","AGRICULTURE","AGRICULTURE","5/7/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","339.480409643","5082.96164858","96","450","63996","0","","0"
"86KBASDA0P5SH0","249","697930.156633477,3171026.45802797","5/5/1","256","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","5/1","0","AGRICULTURE","AGRICULTURE","5/5/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","26-03-2019","227.458508023","2624.06018925","96","450","63996","0","","0"
"86K83JDA0M9HH0","250","697658.694821571,3170671.21320938","7/10/2/3","169","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","7","10/2","0","AGRICULTURE","AGRICULTURE","7/10/2","GP","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","458.494071352","7191.65185754","96","450","63996","0","","0"
"86K913DA0LHQH0","251","697591.695470576,3170774.01145508","6/5/2","188","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","6","5/2","0","AGRICULTURE","AGRICULTURE","6/5/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","250.104985757","3659.4714041","96","450","63996","0","","0"
"86K97EDA0ZAEH0","252","697854.42937706,3170801.43804833","5/24/1","196","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","24","0","AGRICULTURE","AGRICULTURE","5/24/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","243.000953043","3612.82908403","96","450","63996","0","","0"
"86K95FDA0P0DH0","253","697920.972006125,3170795.66984555","5/25/4","197","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","25","0","AGRICULTURE","AGRICULTURE","5/25/0","P","14-05-2013","MCD","","","","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","236.787125019","3448.64982514","96","450","63996","0","","0"
"86K75CDA0N0DH0","254","697720.80586197,3170570.13419047","7/12/3","139","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","7","12/2","0","AGRICULTURE","AGRICULTURE","7/12/2","G","14-05-2013","MCD","Khasra Polygon Merged","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","26-03-2019","197.991804424","1355.02248539","96","450","63996","0","","0"
"86K73EDA0LKEH0","255","697595.619294057,3170560.91396382","6/16/1","110","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","6","16/1","0","AGRICULTURE","AGRICULTURE","6/16/1","G","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","140.85150524","460.899815338","96","450","63996","0","","0"
"86K948DA0N49H0","256","697737.495779479,3170788.34520892","5/22/1","11","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","22/1","0","WATER BODIES","WELL","5/22/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","51.4640484412","153.407041952","96","450","63996","0","","0"
"86K9NHDA0Z1BH0","257","697825.024641966,3170858.4102976","5/17/2","212","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","17/2","0","AGRICULTURE","AGRICULTURE","5/17/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","122.098589751","360.113130983","96","450","63996","0","","0"
"86KAGMDA0P31H0","258","697926.409090569,3170946.34220737","5/6/2","234","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","6/2","0","AGRICULTURE","AGRICULTURE","5/6/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","157.051899512","801.041251213","96","450","63996","0","","0"
"86KBBZDA0PDMH0","259","697958.392398882,3171038.0714095","5/5/2","257","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","5","5/2","0","AGRICULTURE","AGRICULTURE","5/5/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","26-03-2019","167.116560797","601.64115429","96","450","63996","0","","0"
"86K5ZHDA0NF5H0","260","697777.790902636,3170417.57220584","8/3/1","74","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","8","3/1","0","AGRICULTURE","AGRICULTURE","8/3/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","164.199188179","1586.6487982","96","450","63996","0","","0"
"86K5NDDA0NPNH0","261","697810.984503444,3170413.37228321","8/3/2","75","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","8","3/2","0","AGRICULTURE","AGRICULTURE","8/3/2","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","167.494106253","1689.02192879","96","450","63996","0","","0"
"86K997DA0Q8SH0","262","698051.33763774,3170816.67873099","4/22/1","206","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","4","22/1","0","AGRICULTURE","AGRICULTURE","4/22/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","25-03-2019","150.873885041","594.156832122","96","450","63996","0","","0"
